"Type","Question","Field","Year","Value","Label","Reversed"
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Sept",2018,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Sept",2018,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Sept",2018,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Sept",2018,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Sept",2018,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Sept",2018,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2018.","C1Sept",2018,999,"No Answer",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1sept",2025,2,"1 Day",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1sept",2025,3,"2 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1sept",2025,4,"3 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1sept",2025,5,"4 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1sept",2025,6,"5 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1sept",2025,7,"6-8 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1sept",2025,8,"9-11 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1sept",2025,9,"12-14 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1sept",2025,10,"15-17 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1sept",2025,11,"18-20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1sept",2025,12,"Over 20 Days",FALSE
"SelectOne","For each month, indicate about how many DAYS you fished in Nebraska during 2025.","C1sept",2025,1,"Did not fish",FALSE
"SelectOne","To be outdoors","C2a",2002,1,"Not At All Important",FALSE
"SelectOne","To be outdoors","C2a",2002,2,"Slightly Important",FALSE
"SelectOne","To be outdoors","C2a",2002,3,"Moderately Important",FALSE
"SelectOne","To be outdoors","C2a",2002,4,"Very Important",FALSE
"SelectOne","To be outdoors","C2a",2002,5,"Extremely Important",FALSE
"SelectOne","To be outdoors","C2a",2002,999,"No Answer",FALSE
"SelectOne","To be outdoors","C2a",2012,1,"Not At All Important",FALSE
"SelectOne","To be outdoors","C2a",2012,2,"Slightly Important",FALSE
"SelectOne","To be outdoors","C2a",2012,3,"Moderately Important",FALSE
"SelectOne","To be outdoors","C2a",2012,4,"Very Important",FALSE
"SelectOne","To be outdoors","C2a",2012,5,"Extremely Important",FALSE
"SelectOne","To be outdoors","C2a",2012,999,"No Answer",FALSE
"SelectOne","To be outdoors","C2a",2018,1,"Not At All Important",FALSE
"SelectOne","To be outdoors","C2a",2018,2,"Slightly Important",FALSE
"SelectOne","To be outdoors","C2a",2018,3,"Moderately Important",FALSE
"SelectOne","To be outdoors","C2a",2018,4,"Very Important",FALSE
"SelectOne","To be outdoors","C2a",2018,5,"Extremely Important",FALSE
"SelectOne","To be outdoors","C2a",2018,999,"No Answer",FALSE
"SelectOne","To be outdoors","C2a",2025,1,"Not At All Important",FALSE
"SelectOne","To be outdoors","C2a",2025,2,"Slightly Important",FALSE
"SelectOne","To be outdoors","C2a",2025,3,"Moderately Important",FALSE
"SelectOne","To be outdoors","C2a",2025,4,"Very Important",FALSE
"SelectOne","To be outdoors","C2a",2025,5,"Extremely Important",FALSE
"SelectOne","For the experience of the catch","C2b",2002,1,"Not At All Important",FALSE
"SelectOne","For the experience of the catch","C2b",2002,2,"Slightly Important",FALSE
"SelectOne","For the experience of the catch","C2b",2002,3,"Moderately Important",FALSE
"SelectOne","For the experience of the catch","C2b",2002,4,"Very Important",FALSE
"SelectOne","For the experience of the catch","C2b",2002,5,"Extremely Important",FALSE
"SelectOne","For the experience of the catch","C2b",2002,999,"No Answer",FALSE
"SelectOne","For the experience of the catch","C2b",2012,1,"Not At All Important",FALSE
"SelectOne","For the experience of the catch","C2b",2012,2,"Slightly Important",FALSE
"SelectOne","For the experience of the catch","C2b",2012,3,"Moderately Important",FALSE
"SelectOne","For the experience of the catch","C2b",2012,4,"Very Important",FALSE
"SelectOne","For the experience of the catch","C2b",2012,5,"Extremely Important",FALSE
"SelectOne","For the experience of the catch","C2b",2012,999,"No Answer",FALSE
"SelectOne","For the experience of the catch","C2b",2018,1,"Not At All Important",FALSE
"SelectOne","For the experience of the catch","C2b",2018,2,"Slightly Important",FALSE
"SelectOne","For the experience of the catch","C2b",2018,3,"Moderately Important",FALSE
"SelectOne","For the experience of the catch","C2b",2018,4,"Very Important",FALSE
"SelectOne","For the experience of the catch","C2b",2018,5,"Extremely Important",FALSE
"SelectOne","For the experience of the catch","C2b",2018,999,"No Answer",FALSE
"SelectOne","For the experience of the catch","C2b",2025,1,"Not At All Important",FALSE
"SelectOne","For the experience of the catch","C2b",2025,2,"Slightly Important",FALSE
"SelectOne","For the experience of the catch","C2b",2025,3,"Moderately Important",FALSE
"SelectOne","For the experience of the catch","C2b",2025,4,"Very Important",FALSE
"SelectOne","For the experience of the catch","C2b",2025,5,"Extremely Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2002,1,"Not At All Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2002,2,"Slightly Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2002,3,"Moderately Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2002,4,"Very Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2002,5,"Extremely Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2002,999,"No Answer",FALSE
"SelectOne","To experience natural surroundings","C2c",2012,1,"Not At All Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2012,2,"Slightly Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2012,3,"Moderately Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2012,4,"Very Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2012,5,"Extremely Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2012,999,"No Answer",FALSE
"SelectOne","To experience natural surroundings","C2c",2018,1,"Not At All Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2018,2,"Slightly Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2018,3,"Moderately Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2018,4,"Very Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2018,5,"Extremely Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2018,999,"No Answer",FALSE
"SelectOne","To experience natural surroundings","C2c",2025,1,"Not At All Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2025,2,"Slightly Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2025,3,"Moderately Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2025,4,"Very Important",FALSE
"SelectOne","To experience natural surroundings","C2c",2025,5,"Extremely Important",FALSE
"SelectOne","To be with friends","C2d",2002,1,"Not At All Important",FALSE
"SelectOne","To be with friends","C2d",2002,2,"Slightly Important",FALSE
"SelectOne","To be with friends","C2d",2002,3,"Moderately Important",FALSE
"SelectOne","To be with friends","C2d",2002,4,"Very Important",FALSE
"SelectOne","To be with friends","C2d",2002,5,"Extremely Important",FALSE
"SelectOne","To be with friends","C2d",2002,999,"No Answer",FALSE
"SelectOne","To be with friends","C2d",2012,1,"Not At All Important",FALSE
"SelectOne","To be with friends","C2d",2012,2,"Slightly Important",FALSE
"SelectOne","To be with friends","C2d",2012,3,"Moderately Important",FALSE
"SelectOne","To be with friends","C2d",2012,4,"Very Important",FALSE
"SelectOne","To be with friends","C2d",2012,5,"Extremely Important",FALSE
"SelectOne","To be with friends","C2d",2012,999,"No Answer",FALSE
"SelectOne","To be with friends","C2d",2018,1,"Not At All Important",FALSE
"SelectOne","To be with friends","C2d",2018,2,"Slightly Important",FALSE
"SelectOne","To be with friends","C2d",2018,3,"Moderately Important",FALSE
"SelectOne","To be with friends","C2d",2018,4,"Very Important",FALSE
"SelectOne","To be with friends","C2d",2018,5,"Extremely Important",FALSE
"SelectOne","To be with friends","C2d",2018,999,"No Answer",FALSE
"SelectOne","To be with friends","C2d",2025,1,"Not At All Important",FALSE
"SelectOne","To be with friends","C2d",2025,2,"Slightly Important",FALSE
"SelectOne","To be with friends","C2d",2025,3,"Moderately Important",FALSE
"SelectOne","To be with friends","C2d",2025,4,"Very Important",FALSE
"SelectOne","To be with friends","C2d",2025,5,"Extremely Important",FALSE
"SelectOne","For the challenge or sport","C2e",2002,1,"Not At All Important",FALSE
"SelectOne","For the challenge or sport","C2e",2002,2,"Slightly Important",FALSE
"SelectOne","For the challenge or sport","C2e",2002,3,"Moderately Important",FALSE
"SelectOne","For the challenge or sport","C2e",2002,4,"Very Important",FALSE
"SelectOne","For the challenge or sport","C2e",2002,5,"Extremely Important",FALSE
"SelectOne","For the challenge or sport","C2e",2002,999,"No Answer",FALSE
"SelectOne","For the challenge or sport","C2e",2012,1,"Not At All Important",FALSE
"SelectOne","For the challenge or sport","C2e",2012,2,"Slightly Important",FALSE
"SelectOne","For the challenge or sport","C2e",2012,3,"Moderately Important",FALSE
"SelectOne","For the challenge or sport","C2e",2012,4,"Very Important",FALSE
"SelectOne","For the challenge or sport","C2e",2012,5,"Extremely Important",FALSE
"SelectOne","For the challenge or sport","C2e",2012,999,"No Answer",FALSE
"SelectOne","For the challenge or sport","C2e",2018,1,"Not At All Important",FALSE
"SelectOne","For the challenge or sport","C2e",2018,2,"Slightly Important",FALSE
"SelectOne","For the challenge or sport","C2e",2018,3,"Moderately Important",FALSE
"SelectOne","For the challenge or sport","C2e",2018,4,"Very Important",FALSE
"SelectOne","For the challenge or sport","C2e",2018,5,"Extremely Important",FALSE
"SelectOne","For the challenge or sport","C2e",2018,999,"No Answer",FALSE
"SelectOne","For the challenge or sport","C2e",2025,1,"Not At All Important",FALSE
"SelectOne","For the challenge or sport","C2e",2025,2,"Slightly Important",FALSE
"SelectOne","For the challenge or sport","C2e",2025,3,"Moderately Important",FALSE
"SelectOne","For the challenge or sport","C2e",2025,4,"Very Important",FALSE
"SelectOne","For the challenge or sport","C2e",2025,5,"Extremely Important",FALSE
"SelectOne","For relaxation","C2f",2002,1,"Not At All Important",FALSE
"SelectOne","For relaxation","C2f",2002,2,"Slightly Important",FALSE
"SelectOne","For relaxation","C2f",2002,3,"Moderately Important",FALSE
"SelectOne","For relaxation","C2f",2002,4,"Very Important",FALSE
"SelectOne","For relaxation","C2f",2002,5,"Extremely Important",FALSE
"SelectOne","For relaxation","C2f",2002,999,"No Answer",FALSE
"SelectOne","For relaxation","C2f",2012,1,"Not At All Important",FALSE
"SelectOne","For relaxation","C2f",2012,2,"Slightly Important",FALSE
"SelectOne","For relaxation","C2f",2012,3,"Moderately Important",FALSE
"SelectOne","For relaxation","C2f",2012,4,"Very Important",FALSE
"SelectOne","For relaxation","C2f",2012,5,"Extremely Important",FALSE
"SelectOne","For relaxation","C2f",2012,999,"No Answer",FALSE
"SelectOne","For relaxation","C2f",2018,1,"Not At All Important",FALSE
"SelectOne","For relaxation","C2f",2018,2,"Slightly Important",FALSE
"SelectOne","For relaxation","C2f",2018,3,"Moderately Important",FALSE
"SelectOne","For relaxation","C2f",2018,4,"Very Important",FALSE
"SelectOne","For relaxation","C2f",2018,5,"Extremely Important",FALSE
"SelectOne","For relaxation","C2f",2018,999,"No Answer",FALSE
"SelectOne","For relaxation","C2f",2025,1,"Not At All Important",FALSE
"SelectOne","For relaxation","C2f",2025,2,"Slightly Important",FALSE
"SelectOne","For relaxation","C2f",2025,3,"Moderately Important",FALSE
"SelectOne","For relaxation","C2f",2025,4,"Very Important",FALSE
"SelectOne","For relaxation","C2f",2025,5,"Extremely Important",FALSE
"SelectOne","To experience new and different things","C2g",2002,1,"Not At All Important",FALSE
"SelectOne","To experience new and different things","C2g",2002,2,"Slightly Important",FALSE
"SelectOne","To experience new and different things","C2g",2002,3,"Moderately Important",FALSE
"SelectOne","To experience new and different things","C2g",2002,4,"Very Important",FALSE
"SelectOne","To experience new and different things","C2g",2002,5,"Extremely Important",FALSE
"SelectOne","To experience new and different things","C2g",2002,999,"No Answer",FALSE
"SelectOne","To experience new and different things","C2g",2012,1,"Not At All Important",FALSE
"SelectOne","To experience new and different things","C2g",2012,2,"Slightly Important",FALSE
"SelectOne","To experience new and different things","C2g",2012,3,"Moderately Important",FALSE
"SelectOne","To experience new and different things","C2g",2012,4,"Very Important",FALSE
"SelectOne","To experience new and different things","C2g",2012,5,"Extremely Important",FALSE
"SelectOne","To experience new and different things","C2g",2012,999,"No Answer",FALSE
"SelectOne","To experience new and different things","C2g",2018,1,"Not At All Important",FALSE
